Date,Category,Sales,Quantity,Profit,Region,Month
1/13/2023,Electronics,589.0,14.0,163.1408924520233,South,1
1/13/2023,Clothing,768.4657751520224,13.0,189.05998327714784,West,1
1/13/2023,Home Goods,1362.8145912059902,1.0,372.14536862826486,West,1
1/13/2023,Sports,1161.3880011075987,1.0,184.1646591094737,North,1
1/13/2023,Books,1828.1773275777598,17.0,207.52439084521168,West,1
1/14/2023,Electronics,990.6439605499468,14.0,370.95586092322384,East,1
1/14/2023,Clothing,1181.8388089297257,3.0,465.7620542695215,West,1
1/14/2023,Home Goods,416.73112187512,1.0,81.29449101421847,West,1
1/14/2023,Sports,597.5789506161507,3.0,161.9548618043204,West,1
1/14/2023,Books,513.0,18.0,146.08947735729927,South,1
1/15/2023,Electronics,608.2907337876729,10.0,220.93844629734755,North,1
1/15/2023,Clothing,774.7714470796982,8.0,239.48551299443943,East,1
1/15/2023,Home Goods,1135.0,10.0,389.0642349928092,East,1
1/15/2023,Sports,1533.6773031657883,10.0,552.3104708794712,North,1
1/15/2023,Books,645.0203135636743,8.0,200.33689994039065,West,1
1/16/2023,Electronics,1148.4986962575083,14.0,421.5008620476588,East,1
1/16/2023,Clothing,1020.5053753311488,19.0,244.59412160742644,East,1
1/16/2023,Home Goods,877.1773508285327,17.0,97.54603066243725,South,1
1/16/2023,Sports,1106.3258755358988,5.0,283.9639571,North,1
1/16/2023,Books,435.9062234642331,12.0,169.81840636969702,East,1
1/17/2023,Electronics,1716.7107872177387,8.0,545.6177262538764,South,1
1/17/2023,Clothing,1553.0,18.0,395.8504821335443,South,1
1/17/2023,Home Goods,967.8416574516622,19.0,224.2406139620624,East,1
1/17/2023,Sports,854.1348142740628,5.0,132.6472240342504,South,1
1/17/2023,Books,1151.496183694137,1.0,175.01394283464847,North,1
1/18/2023,Electronics,1259.7265582510363,15.0,220.54394327459875,South,1
1/18/2023,Clothing,1055.1566543228676,7.0,313.5222827,North,1
1/18/2023,Home Goods,1173.3691405296504,3.0,204.54088352302492,South,1
1/18/2023,Sports,795.9986997646172,15.0,89.32589208312282,South,1
1/18/2023,Books,920.978246539818,5.0,223.10895915435665,South,1
1/19/2023,Clothing,1179.9689901133015,5.0,259.0638677120017,South,1
1/19/2023,Home Goods,1000.5440833584028,5.0,305.3551791466866,West,1
1/19/2023,Sports,1226.7805845374958,16.0,359.1103077445796,North,1
1/19/2023,Books,1103.220439420607,12.0,238.79314290988776,West,1
1/20/2023,Electronics,1277.8697628655102,1.0,303.4632300379998,East,1
1/20/2023,Clothing,1133.886804400575,1.0,440.3530694903432,South,1
1/20/2023,Home Goods,1340.872695135779,11.0,212.84656549016285,North,1
1/20/2023,Sports,836.4887153958725,19.0,238.79759078908097,East,1
1/20/2023,Books,619.7853095462995,17.0,183.9007079184205,North,1
1/21/2023,Clothing,1254.8806291063074,13.0,478.1025495262159,West,1
1/21/2023,Sports,1188.8886525770836,3.0,472.1689623508644,West,1
1/21/2023,Books,890.0,5.0,152.6489404,East,1
1/22/2023,Electronics,835.6829551122014,13.0,269.06703734444056,East,1
1/22/2023,Clothing,1391.6436421462986,13.0,513.0391264139492,North,1
1/22/2023,Home Goods,1006.3011524898276,4.0,103.90189760145496,North,1
1/22/2023,Sports,876.6128228020557,14.0,265.64083517166534,West,1
1/22/2023,Books,1295.207063368927,19.0,321.0918006473387,West,1
1/23/2023,Electronics,462.38646995943554,4.0,177.49091336932753,West,1
1/23/2023,Clothing,865.9679464630277,7.0,110.29126317489369,South,1
1/23/2023,Home Goods,1544.0999727636722,15.0,220.6480329853319,South,1
1/23/2023,Sports,1121.3748685352575,12.0,403.76292099010783,South,1
1/23/2023,Books,1073.4899713326167,10.0,235.0894521765336,East,1
1/24/2023,Electronics,847.9170473886611,2.0,105.48481010603038,North,1
1/24/2023,Clothing,1133.6520703844153,13.0,239.4189782566733,West,1
1/24/2023,Home Goods,561.4730031892834,17.0,215.70365137207585,North,1
1/24/2023,Sports,477.0144258364724,19.0,158.91452955116068,South,1
1/24/2023,Books,1320.8433856122608,7.0,300.18358904472973,South,1
1/25/2023,Electronics,782.6998613958701,13.0,80.93593499532606,West,1
1/25/2023,Clothing,437.26640843081714,8.0,59.14372479045528,North,1
1/25/2023,Home Goods,1252.0513477835275,17.0,156.34039209206944,North,1
1/25/2023,Sports,1340.002607520722,6.0,309.40760638432454,South,1
1/25/2023,Books,1067.227744543125,5.0,187.72221236673573,East,1
1/26/2023,Electronics,1003.7777202345384,18.0,150.43077621635456,North,1
1/26/2023,Clothing,870.4173395174884,3.0,322.3568013446807,North,1
1/26/2023,Home Goods,1557.990101946079,11.0,287.12037071337625,West,1
1/26/2023,Sports,957.0,8.0,144.41736734595108,West,1
1/27/2023,Electronics,760.5294345905402,4.0,301.06563342491046,South,1
1/27/2023,Clothing,598.6465528574865,17.0,110.10849304035168,North,1
1/27/2023,Home Goods,1171.4042530980364,13.0,437.2596187634157,North,1
1/27/2023,Books,1234.0825493260004,10.0,468.7274383025485,South,1
1/28/2023,Electronics,1045.3239886458184,13.0,156.22396105974673,West,1
1/28/2023,Clothing,1353.832036216386,15.0,196.4749654,North,1
1/28/2023,Home Goods,859.2473043685886,17.0,302.0242343462156,South,1
1/28/2023,Books,1573.4588819528285,5.0,500.10227563806313,South,1
1/29/2023,Electronics,865.0,14.0,139.70609038717868,North,1
1/29/2023,Clothing,1186.8549797042497,19.0,216.50553838541407,West,1
1/29/2023,Home Goods,1213.484463426667,2.0,251.7359144561221,West,1
1/29/2023,Sports,662.6073724486392,7.0,199.75754240646827,South,1
1/29/2023,Books,1382.638974596086,18.0,491.74170419066274,South,1
1/30/2023,Electronics,972.5301818050488,12.0,260.91175041210425,South,1
1/30/2023,Clothing,1124.1138399856222,15.0,254.23041070052463,North,1
1/30/2023,Home Goods,1402.6265512917746,14.0,436.53094821817547,East,1
1/30/2023,Sports,1070.039738944073,2.0,219.54675986514255,South,1
1/30/2023,Books,1240.795676682229,18.0,270.08798227745206,East,1
1/31/2023,Electronics,1075.3584916659022,6.0,253.0029627,East,1
1/31/2023,Clothing,863.8610005083532,10.0,309.8748129228526,North,1
1/31/2023,Home Goods,941.598921436756,17.0,233.17274337921995,West,1
1/31/2023,Books,655.5835281532777,11.0,112.78900642407574,East,1
2/1/2023,Electronics,819.3231391353471,15.0,113.6105554115518,East,2
2/1/2023,Clothing,470.7619302099754,16.0,137.58602258691357,West,2
2/1/2023,Home Goods,1449.9666027025592,4.0,295.3584652102134,East,2
2/1/2023,Sports,1013.1108004252822,18.0,284.2592551567716,East,2
2/1/2023,Books,1322.1046036296257,19.0,458.1584156204931,South,2
2/2/2023,Electronics,755.3502780134534,6.0,102.87172943361554,North,2
2/2/2023,Clothing,832.292352,12.0,134.74822794149043,South,2
2/2/2023,Home Goods,887.6016014931567,9.0,113.33534179112888,East,2
2/2/2023,Sports,754.3969044,15.0,191.2374305815028,East,2
2/2/2023,Books,1255.406279380153,17.0,350.48862443789625,West,2
2/3/2023,Electronics,813.8908832393345,15.0,212.406958764112,West,2
2/3/2023,Clothing,1712.2425230201789,14.0,408.8157351028909,North,2
2/3/2023,Home Goods,906.782720614842,14.0,130.8684487714525,East,2
2/3/2023,Sports,1172.9670889167298,14.0,381.0792597308252,West,2
2/3/2023,Books,1093.3750463630608,13.0,393.7948706781011,South,2
2/4/2023,Electronics,518.0661039227282,5.0,80.13714001126192,East,2
2/4/2023,Clothing,1061.039090760167,17.0,173.41028940201568,South,2
2/4/2023,Home Goods,531.8482256851987,13.0,147.89515052937327,West,2
2/4/2023,Sports,1062.0068389003231,10.0,357.63225962936195,North,2
2/4/2023,Books,1771.9974856331296,2.0,473.6951164319628,West,2
2/5/2023,Electronics,812.7949813334264,17.0,218.91621929329767,South,2
2/5/2023,Clothing,737.3145239845728,2.0,127.78099155012232,East,2
2/5/2023,Home Goods,585.1600807106992,13.0,116.50803126176888,North,2
2/5/2023,Sports,891.5731481719068,6.0,186.88001379405327,West,2
2/5/2023,Books,928.4519897847824,4.0,329.8281641920942,South,2
2/6/2023,Electronics,751.4248686943794,9.0,93.22937640903528,East,2
2/6/2023,Home Goods,928.3155859400772,11.0,333.87068500688247,South,2
2/6/2023,Sports,727.7309013875206,17.0,179.91300558419826,South,2
2/6/2023,Books,1158.4949828891129,15.0,301.8007092,South,2
2/7/2023,Electronics,1062.251045547741,19.0,373.4606645,North,2
2/7/2023,Clothing,830.6328990191275,19.0,132.77839513074085,West,2
2/7/2023,Sports,542.7128400490024,5.0,136.67201865964552,East,2
2/7/2023,Books,1239.3208943735904,4.0,243.14565994567045,East,2
2/8/2023,Electronics,955.4345784978852,10.0,252.78977447474804,South,2
2/8/2023,Clothing,877.7619587094205,12.0,140.8975935948455,West,2
2/8/2023,Home Goods,819.4093963310846,5.0,82.60734056889152,North,2
2/8/2023,Sports,1228.075328390608,11.0,297.1326541611025,South,2
2/8/2023,Books,468.9270434974324,17.0,166.57143814402212,West,2
2/9/2023,Electronics,690.2112792897116,12.0,153.61030800313569,North,2
2/9/2023,Clothing,1050.918785317112,12.0,224.6534116920165,North,2
2/9/2023,Home Goods,1026.8181757436948,8.0,324.9663537339802,West,2
2/9/2023,Sports,964.0447241903204,9.0,313.45969873843643,West,2
2/9/2023,Books,1034.118838063894,3.0,154.3729906334005,North,2
2/10/2023,Electronics,1196.019921374466,4.0,233.05521558658512,South,2
2/10/2023,Clothing,612.6626833153882,18.0,211.3562694656884,East,2
2/10/2023,Home Goods,1165.759945704232,6.0,305.3525369993559,East,2
2/10/2023,Sports,1088.6651352937458,15.0,297.47326430326405,North,2
2/10/2023,Books,928.2464001909494,14.0,111.3763253973026,West,2
2/11/2023,Electronics,1246.931492723502,19.0,327.7619196344809,South,2
2/11/2023,Clothing,1049.558314036173,8.0,323.38495613665407,West,2
2/11/2023,Home Goods,1170.6810023408923,15.0,425.6464242754699,North,2
2/11/2023,Sports,1289.7766023878771,4.0,515.0178379569061,North,2
2/11/2023,Books,1024.6164613458393,1.0,319.7767916665607,East,2
2/12/2023,Electronics,1452.931393737887,10.0,294.39953295401784,South,2
2/12/2023,Clothing,1120.6103440140766,13.0,149.25355504388256,West,2
2/12/2023,Home Goods,1677.1594843279418,15.0,568.8733937911624,North,2
2/12/2023,Sports,719.9085672211226,15.0,160.31395740009563,North,2
2/12/2023,Books,1260.881776031698,19.0,339.9999284031724,South,2
2/13/2023,Electronics,1406.6913576414854,11.0,393.4639648858688,West,2
2/13/2023,Clothing,466.3839253287164,15.0,86.92411595797395,East,2
2/13/2023,Home Goods,1448.8132934467549,12.0,541.2124968226153,West,2
2/13/2023,Sports,1733.725593885048,15.0,551.0277097375092,East,2
2/13/2023,Books,1038.7663545925682,12.0,135.72915844237826,West,2
2/14/2023,Electronics,1144.302769521014,8.0,338.038668,North,2
2/14/2023,Clothing,1067.1652072837394,9.0,242.50176945511464,North,2
2/14/2023,Home Goods,811.7743346867569,4.0,111.53682299689046,North,2
2/14/2023,Sports,851.3832271,1.0,307.3228743099468,East,2
2/14/2023,Books,1161.3297875220867,15.0,135.21187546547395,North,2
2/15/2023,Electronics,592.3865456,10.0,201.9185288821037,North,2
2/15/2023,Home Goods,1073.831104687055,18.0,262.2844215,East,2
2/15/2023,Sports,549.1704947,12.0,205.2935716939916,South,2
2/15/2023,Books,921.7794505324543,7.0,137.94797749161387,North,2
2/16/2023,Clothing,1208.8619094440255,18.0,361.52370730148,East,2
2/16/2023,Home Goods,988.8892258842646,8.0,247.8734930912473,North,2
2/16/2023,Sports,1128.8344736151007,13.0,247.4353630776065,East,2
2/17/2023,Electronics,956.6918764228172,16.0,257.7828647408227,South,2
2/17/2023,Clothing,1311.997731948949,18.0,337.5994264,West,2
2/17/2023,Home Goods,699.8139158281178,17.0,154.11926166793907,South,2
2/17/2023,Sports,893.040373,8.0,320.1868430367996,East,2
2/17/2023,Books,1071.4888786364345,3.0,227.14792206918145,South,2
2/18/2023,Electronics,1019.0899721105666,1.0,109.6702913556236,West,2
2/18/2023,Clothing,1285.4542188828862,18.0,462.8896578538735,West,2
2/18/2023,Home Goods,1216.5016192129706,8.0,159.64463948875718,East,2
2/18/2023,Sports,661.2844686348312,5.0,101.54909045573878,North,2
2/18/2023,Books,1514.997332936417,3.0,262.0212995361851,South,2
2/19/2023,Electronics,1132.2904545583806,14.0,395.24405380602497,West,2
2/19/2023,Clothing,492.0201475870632,18.0,51.12117725610673,East,2
2/19/2023,Home Goods,729.8401344438569,1.0,118.50113316582764,East,2
2/19/2023,Sports,1410.2110764165982,1.0,486.85149717435536,West,2
2/19/2023,Books,1287.4761478457713,11.0,228.9480596050905,South,2
2/20/2023,Electronics,901.2007005040592,5.0,183.4462908830573,West,2
2/20/2023,Clothing,970.9521887819768,9.0,224.1326212931444,West,2
2/20/2023,Home Goods,893.4903017059827,14.0,215.61675420579675,West,2
2/20/2023,Sports,1077.2419703747971,17.0,264.3912780647145,North,2
2/20/2023,Books,1092.3405306676177,13.0,241.1505715396613,North,2
2/21/2023,Electronics,486.9494822030123,11.0,110.2995019924093,South,2
2/21/2023,Clothing,613.4657860728025,5.0,64.73119386066095,South,2
2/21/2023,Home Goods,1030.2452266762157,10.0,281.2105267672481,South,2
2/21/2023,Sports,955.391072766334,6.0,333.3574808655023,East,2
2/21/2023,Books,796.2274249859682,10.0,113.0687226449691,East,2
2/22/2023,Electronics,1486.160033549763,7.0,404.21816104767294,North,2
2/22/2023,Clothing,1471.1483905783416,14.0,167.8430109877576,West,2
2/22/2023,Home Goods,1044.1623488108808,11.0,194.84917396313332,West,2
2/22/2023,Sports,933.2375583,4.0,294.63594930328964,East,2
2/22/2023,Books,1162.3005617810886,15.0,448.91079087651286,South,2
2/23/2023,Electronics,1039.8808555668072,5.0,254.9023364270853,South,2
2/23/2023,Clothing,827.3086521286679,13.0,121.11934533165648,North,2
2/23/2023,Home Goods,1036.6029443936084,2.0,136.81031335906576,North,2
2/23/2023,Sports,686.2261993428706,11.0,191.790490299842,North,2
2/23/2023,Books,465.8329950368553,7.0,57.19498589643864,South,2
2/24/2023,Electronics,1189.7223217166563,6.0,329.63541197242387,East,2
2/24/2023,Clothing,1291.766334888019,5.0,164.6674252495795,East,2
2/24/2023,Home Goods,1065.2523717080685,12.0,279.7036179985004,West,2
2/24/2023,Sports,1583.7613854483052,19.0,506.2769887,North,2
2/24/2023,Books,1241.4409536201415,16.0,440.4119732088124,North,2
2/25/2023,Electronics,1279.0760037860623,18.0,315.71111837354835,East,2
2/25/2023,Clothing,915.0054053,15.0,103.62402479401662,West,2
2/25/2023,Sports,1245.545420391562,14.0,169.5894458575348,East,2
2/25/2023,Books,1040.154296,9.0,164.11524149019414,West,2
2/26/2023,Electronics,1338.7208312605428,7.0,316.6651828384312,East,2
2/26/2023,Home Goods,578.4520233,13.0,71.19932288,North,2
2/26/2023,Books,1433.2519235646903,17.0,374.82468387797707,South,2
2/27/2023,Electronics,428.64637844044864,13.0,123.35045938609431,West,2
2/27/2023,Home Goods,941.1216402171132,2.0,100.11729486950172,East,2
2/27/2023,Sports,868.7002990591884,3.0,105.12047780367536,South,2
2/27/2023,Books,644.0994714335884,17.0,142.0749938459185,North,2
2/28/2023,Electronics,1779.3113929703152,12.0,571.5403502571386,South,2
2/28/2023,Clothing,804.8887167789919,7.0,206.65981217203145,North,2
2/28/2023,Home Goods,873.9439548712428,14.0,165.26355602425875,South,2
2/28/2023,Sports,915.464617341848,4.0,288.0655843097666,North,2
2/28/2023,Books,989.5945337839656,17.0,215.22596728153135,West,2
3/1/2023,Electronics,1070.264419760956,12.0,414.111749455708,North,3
3/1/2023,Clothing,1295.296719542975,14.0,362.9933489892261,South,3
3/1/2023,Home Goods,935.8033467323472,13.0,371.2850994153777,East,3
3/1/2023,Sports,1049.9356624639167,19.0,266.4805516819188,South,3
3/1/2023,Books,1147.7353792024446,11.0,175.55577824635546,South,3
3/2/2023,Electronics,1140.5690480114567,15.0,188.0766503061888,North,3
3/2/2023,Clothing,1152.456933247639,3.0,321.7454870711836,North,3
3/2/2023,Home Goods,887.9802194870292,18.0,219.64714838076907,North,3
3/2/2023,Sports,647.9289378963624,3.0,223.37346084238868,South,3
3/2/2023,Books,1413.4824359007173,9.0,520.8349651960242,North,3
3/3/2023,Electronics,1205.0757235603248,2.0,285.8796672173428,West,3
3/3/2023,Clothing,816.1633928546842,9.0,92.48192177,South,3
3/3/2023,Home Goods,883.6895320192048,12.0,97.75966605315926,East,3
3/3/2023,Sports,1197.5632818018491,2.0,266.5008992724217,East,3
3/3/2023,Books,1603.061361629905,6.0,285.22651244799505,North,3
3/4/2023,Electronics,1013.677649341015,5.0,168.32620210716033,North,3
3/4/2023,Clothing,810.7023610378158,5.0,322.2076546376367,South,3
3/4/2023,Sports,738.9330273569465,8.0,224.1958611979081,East,3
3/4/2023,Books,1122.8240253607391,19.0,404.7199451357461,West,3
3/5/2023,Electronics,1191.391981045232,1.0,175.37551818311005,West,3
3/5/2023,Clothing,1246.1446543592092,10.0,164.1798425179532,East,3
3/5/2023,Home Goods,1152.1822093321894,6.0,180.6235285,North,3
3/5/2023,Sports,888.9029894208111,7.0,131.7602845949771,West,3
3/5/2023,Books,749.9323038162199,2.0,262.20652072964174,North,3
3/6/2023,Electronics,765.3712944182594,13.0,218.19057566543884,North,3
3/6/2023,Clothing,815.4945965980611,9.0,236.1216149,East,3
3/6/2023,Home Goods,933.6408004822604,19.0,306.5220900726248,South,3
3/6/2023,Sports,1056.9162650674175,9.0,411.0322001092728,East,3
3/6/2023,Books,644.3739985959066,5.0,84.25378086,West,3
3/7/2023,Electronics,880.3322523239347,4.0,105.94897054231984,East,3
3/7/2023,Clothing,1147.125872,17.0,315.0594261003535,North,3
3/7/2023,Home Goods,818.8659282813793,18.0,295.9881315685442,West,3
3/7/2023,Sports,824.0355734435971,3.0,229.3445571579279,West,3
3/7/2023,Books,1573.2413765376357,7.0,188.29786746170697,North,3
3/8/2023,Electronics,960.6884779003012,19.0,168.84352170842214,East,3
3/8/2023,Clothing,389.4279278123488,2.0,70.91015247451595,North,3
3/8/2023,Home Goods,1026.6856817829107,11.0,170.6668683051844,South,3
3/8/2023,Sports,1349.77411461142,15.0,410.53351434661766,South,3
3/8/2023,Books,1129.2520733001245,5.0,329.2422324066911,South,3
3/9/2023,Electronics,1072.9922992385098,19.0,195.5684700601268,East,3
3/9/2023,Clothing,665.0242587238458,6.0,112.38004326924072,North,3
3/9/2023,Home Goods,648.5970970807084,3.0,70.91775244182011,North,3
3/9/2023,Sports,1150.7266387571235,12.0,278.43323748183667,West,3
3/9/2023,Books,1516.2490891358602,14.0,244.28345901488228,North,3
3/10/2023,Electronics,1212.3146623748862,14.0,314.1183885690011,East,3
3/10/2023,Clothing,1216.762024087023,3.0,412.5302037546956,West,3
3/10/2023,Home Goods,1374.76053,14.0,384.2430655027768,South,3
3/10/2023,Sports,1147.4213701058493,12.0,199.9519275148947,North,3
3/10/2023,Books,987.9526148066968,2.0,335.18044116188605,East,3
3/11/2023,Electronics,570.7674693645856,13.0,82.68947640084704,North,3
3/11/2023,Clothing,948.0895363909246,14.0,372.03977284320814,South,3
3/11/2023,Home Goods,793.5520929699182,11.0,244.8065083905616,North,3
3/11/2023,Sports,1281.9544310589065,9.0,221.28264728609776,North,3
3/11/2023,Books,1253.8040634013803,14.0,178.9788536,West,3
3/12/2023,Electronics,558.2474865876973,1.0,149.5514899373748,West,3
3/12/2023,Clothing,973.0913119577422,18.0,192.61213001855032,South,3
3/12/2023,Sports,1027.4757216081289,7.0,143.65623670706103,East,3
3/12/2023,Books,1189.6348303805134,15.0,190.39519359688924,East,3
3/13/2023,Electronics,706.3700056,12.0,92.79607635424522,East,3
3/13/2023,Home Goods,1414.9435002616824,8.0,444.6121489989434,South,3
3/13/2023,Sports,1155.4200831535277,7.0,344.5994591,West,3
3/13/2023,Books,1392.3959911420316,4.0,388.8164978940512,South,3
3/14/2023,Electronics,1622.5782617875798,9.0,242.0884240181591,South,3
3/14/2023,Clothing,793.2436545731297,11.0,251.8135862431632,West,3
3/14/2023,Home Goods,804.5745989156655,13.0,229.08057699347688,East,3
3/14/2023,Books,944.1830484571358,19.0,140.2128475210183,South,3
3/15/2023,Electronics,1312.8295527533205,18.0,388.5698544880204,North,3
3/15/2023,Clothing,661.6518338496082,3.0,109.94558521919716,South,3
3/15/2023,Sports,1339.3758371193214,5.0,272.9386747813686,West,3
3/15/2023,Books,917.5757514476747,18.0,330.42769811977473,West,3
3/16/2023,Electronics,877.1634265065386,2.0,215.78280152097457,South,3
3/16/2023,Clothing,1022.9848316375382,15.0,378.7197865771061,South,3
3/16/2023,Home Goods,733.5367733658256,3.0,210.44434662314936,West,3
3/16/2023,Sports,591.0881024346636,15.0,100.92098065969996,South,3
3/16/2023,Books,1148.2090558848215,10.0,196.64572464125828,South,3
3/17/2023,Electronics,1078.2021297471722,2.0,166.35913372867478,North,3
3/17/2023,Clothing,967.8022013,15.0,268.9285399003845,East,3
3/17/2023,Home Goods,779.2144242399911,2.0,100.19018474592836,North,3
3/17/2023,Sports,1112.2840166731917,2.0,397.52572069637887,North,3
3/17/2023,Books,973.9465668609424,1.0,323.3911052825944,West,3
3/18/2023,Electronics,578.1146114250154,11.0,211.07710282903795,South,3
3/18/2023,Clothing,834.2116015281396,14.0,166.23068378116088,North,3
3/18/2023,Home Goods,1298.880045834142,1.0,305.0161967279644,West,3
3/18/2023,Sports,851.8730250516062,11.0,327.6090741084283,North,3
3/18/2023,Books,895.4043596776422,11.0,287.35370839731684,North,3
3/19/2023,Electronics,895.2226887044714,12.0,216.99236748971904,North,3
3/19/2023,Clothing,859.6861683577429,15.0,309.9008599076286,West,3
3/19/2023,Home Goods,1537.343136058788,18.0,571.5403502571386,North,3
3/19/2023,Sports,1218.2888630910938,1.0,166.45843080253744,South,3
3/19/2023,Books,1015.5837657421898,5.0,386.086868684282,North,3
3/20/2023,Electronics,1057.2813252319947,12.0,152.7802813539055,North,3
3/20/2023,Clothing,731.6310302758648,18.0,284.9963388911876,East,3
3/20/2023,Home Goods,1020.3260718286488,15.0,261.73303789465643,East,3
3/20/2023,Sports,1120.034342394465,12.0,290.8432340552905,East,3
3/20/2023,Books,718.4596269382455,8.0,280.8987567365665,North,3
3/21/2023,Electronics,1193.2804478527903,8.0,175.23222358088478,South,3
3/21/2023,Clothing,942.7952798,2.0,281.41468503921175,East,3
3/21/2023,Home Goods,1065.229861953917,11.0,324.8678470519713,South,3
3/21/2023,Sports,1200.540438858733,15.0,325.5660665799287,West,3
3/21/2023,Books,844.9309411,8.0,286.1384922248734,West,3
3/22/2023,Electronics,677.0018475467002,16.0,235.63162032358773,West,3
3/22/2023,Home Goods,1301.5427719834054,9.0,165.4840161476403,East,3
3/22/2023,Sports,924.2859869606652,9.0,122.68314980112274,South,3
3/22/2023,Books,494.5643815538614,6.0,114.46776881056084,South,3
3/23/2023,Electronics,719.8833241779332,18.0,261.5820941689202,East,3
3/23/2023,Clothing,1386.926958512612,7.0,141.08874829819118,East,3
3/23/2023,Sports,394.1333353068494,1.0,67.50055170590457,North,3
3/23/2023,Books,1321.4202731121163,3.0,222.2376351896604,South,3
3/24/2023,Clothing,1093.6238256459008,9.0,233.96521591824683,South,3
3/24/2023,Home Goods,510.7979897754207,4.0,144.23480878948172,West,3
3/24/2023,Sports,1051.2912914704657,6.0,340.68431000235404,West,3
3/24/2023,Books,1227.6785769360297,4.0,464.1979929114239,East,3
3/25/2023,Clothing,859.9555162630654,4.0,152.24047938381077,West,3
3/25/2023,Home Goods,871.8025952295486,14.0,167.54911619617496,East,3
3/25/2023,Sports,1736.7328598687666,10.0,491.6693070761054,South,3
3/25/2023,Books,1293.6680619738177,2.0,235.1722950003316,West,3
3/26/2023,Electronics,1027.430238267699,7.0,312.68334752305776,South,3
3/26/2023,Clothing,1394.3207274308418,7.0,359.1059300834935,East,3
3/26/2023,Home Goods,1284.681996951278,10.0,482.1742298438353,West,3
3/26/2023,Sports,801.3662449526771,4.0,101.06165047930229,South,3
